name;;sort_name
Europe -- Croatia -- Petrovaradin;;Europe -- Croatia -- Petrovaradin
Europe -- Croatia -- Požega;;Europe -- Croatia -- Požega
Europe -- Croatia -- Rijeci;;Europe -- Croatia -- Rijeci
Europe -- Croatia -- Rijeka;;Europe -- Croatia -- Rijeka
Europe -- Croatia -- Slavonia;;Europe -- Croatia -- Slavonia
Europe -- Croatia -- Split;;Europe -- Croatia -- Split
Europe -- Croatia -- Stravča;;Europe -- Croatia -- Stravča
Europe -- Croatia -- Trsat;;Europe -- Croatia -- Trsat
Europe -- Croatia -- Varazdin -- Jesuit Church;;Europe -- Croatia -- Varazdin -- Jesuit Church
Europe -- Croatia -- Varaždin;;Europe -- Croatia -- Varaždin
Europe -- Croatia -- Veli Lošinj;;Europe -- Croatia -- Veli Lošinj
Europe -- Croatia -- Zadar;;Europe -- Croatia -- Zadar
Europe -- Croatia -- Zagreb;;Europe -- Croatia -- Zagreb
Europe -- Croatia -- Zagreb -- University of Croatia;;Europe -- Croatia -- Zagreb -- University of Croatia
Europe -- Croatia -- Zagreb -- University of Zagreb;;Europe -- Croatia -- Zagreb -- University of Zagreb
Europe -- Croatia -- Zagreb -- University of Zagreb -- Faculty of Philosophy of the Society of Jesus;;Europe -- Croatia -- Zagreb -- University of Zagreb -- Faculty of Philosophy of the Society of Jesus
Europe -- Croatia -- Zemunik;;Europe -- Croatia -- Zemunik
Europe -- Croatia --Varaždin;;Europe -- Croatia --Varaždin
Europe -- Czech Republic;;Europe -- Czech Republic
Europe -- Czech Republic -- Bohemia;;Europe -- Czech Republic -- Bohemia
Europe -- Czech Republic -- Bohemia -- Brandýs nad Labem-Stará Boleslav -- Sankt Johann;;Europe -- Czech Republic -- Bohemia -- Brandýs nad Labem-Stará Boleslav -- Sankt Johann
Europe -- Czech Republic -- Bohemia -- Hradec Králové;;Europe -- Czech Republic -- Bohemia -- Hradec Králové
Europe -- Czech Republic -- Bohemia -- Prague;;Europe -- Czech Republic -- Bohemia -- Prague
Europe -- Czech Republic -- Bohemia -- Teplá;;Europe -- Czech Republic -- Bohemia -- Teplá
Europe -- Czech Republic -- East Bohemia -- Chrudim -- Luže -- Pilgrimage Church of the Virgin Mary on Chlumek;;Europe -- Czech Republic -- East Bohemia -- Chrudim -- Luže -- Pilgrimage Church of the Virgin Mary on Chlumek
Europe -- Czech Republic -- Klatovy;;Europe -- Czech Republic -- Klatovy
Europe -- Czech Republic -- Moravia;;Europe -- Czech Republic -- Moravia
Europe -- Czech Republic -- Olomouc;;Europe -- Czech Republic -- Olomouc
Europe -- Czech Republic -- Olomouc -- Anne Brotherhood;;Europe -- Czech Republic -- Olomouc -- Anne Brotherhood
Europe -- Czech Republic -- Olomouc -- Univerzita Palackého;;Europe -- Czech Republic -- Olomouc -- Univerzita Palackého
Europe -- Czech Republic -- Prague;;Europe -- Czech Republic -- Prague
Europe -- Czech Republic -- Prague -- Carolinum;;Europe -- Czech Republic -- Prague -- Carolinum
Europe -- Czech Republic -- Prague -- Charles Bridge;;Europe -- Czech Republic -- Prague -- Charles Bridge
Europe -- Czech Republic -- Prague -- Charles University;;Europe -- Czech Republic -- Prague -- Charles University
Europe -- Czech Republic -- Prague -- Clementinum;;Europe -- Czech Republic -- Prague -- Clementinum
Europe -- Czech Republic -- Prague -- University of Prague;;Europe -- Czech Republic -- Prague -- University of Prague
Europe -- Czech Republic -- Příbram -- Svatá Hora;;Europe -- Czech Republic -- Příbram -- Svatá Hora
Europe -- Czech Republic -- Příbram -- Svatá Hora -- Bazilika Nanebevzetí Panny Marie;;Europe -- Czech Republic -- Příbram -- Svatá Hora -- Bazilika Nanebevzetí Panny Marie
Europe -- Czech Republic -- Silesia;;Europe -- Czech Republic -- Silesia
Europe -- Czech Republic -- Silesia -- Těšín;;Europe -- Czech Republic -- Silesia -- Těšín
Europe -- Czech Republic -- South Bohemia -- Jindřichův Hradec -- Jesuit College;;Europe -- Czech Republic -- South Bohemia -- Jindřichův Hradec -- Jesuit College
Europe -- Czech Repuplic -- Bohemia;;Europe -- Czech Repuplic -- Bohemia
Europe -- Denmark;;Europe -- Denmark
Europe -- Denmark -- Copenhagen;;Europe -- Denmark -- Copenhagen
Europe -- Egypt;;Europe -- Egypt
Europe -- England;;Europe -- England
Europe -- Estonia;;Europe -- Estonia
Europe -- Finland;;Europe -- Finland
Europe -- France;;Europe -- France
Europe -- France -- Alençon;;Europe -- France -- Alençon
Europe -- France -- Alsace;;Europe -- France -- Alsace
Europe -- France -- Anvers;;Europe -- France -- Anvers
Europe -- France -- Aquitaine;;Europe -- France -- Aquitaine
Europe -- France -- Avignon;;Europe -- France -- Avignon
Europe -- France -- Besancon;;Europe -- France -- Besancon
Europe -- France -- Bordeaux;;Europe -- France -- Bordeaux
Europe -- France -- Bretagne;;Europe -- France -- Bretagne
Europe -- France -- Brittany;;Europe -- France -- Brittany
Europe -- France -- Chambéry;;Europe -- France -- Chambéry
Europe -- France -- Charenton;;Europe -- France -- Charenton
Europe -- France -- Corsica;;Europe -- France -- Corsica
Europe -- France -- Dole;;Europe -- France -- Dole
Europe -- France -- Douai;;Europe -- France -- Douai
Europe -- France -- Douai -- Scots College;;Europe -- France -- Douai -- Scots College
Europe -- France -- Fourvière;;Europe -- France -- Fourvière
Europe -- France -- Grenoble;;Europe -- France -- Grenoble
Europe -- France -- Haute-Loire;;Europe -- France -- Haute-Loire
Europe -- France -- Haute-Loire -- Le Puy-en-Velay;;Europe -- France -- Haute-Loire -- Le Puy-en-Velay
Europe -- France -- La Flèche;;Europe -- France -- La Flèche
Europe -- France -- La Flèche -- Collège de la Flèche;;Europe -- France -- La Flèche -- Collège de la Flèche
Europe -- France -- Laval;;Europe -- France -- Laval
Europe -- France -- Le Mans;;Europe -- France -- Le Mans
Europe -- France -- Lille;;Europe -- France -- Lille
Europe -- France -- Loire -- La Flèche -- Collège La Flèche;;Europe -- France -- Loire -- La Flèche -- Collège La Flèche
Europe -- France -- Lourdes;;Europe -- France -- Lourdes
Europe -- France -- Lyon;;Europe -- France -- Lyon
Europe -- France -- Lyon -- Catholic University of Lyon;;Europe -- France -- Lyon -- Catholic University of Lyon
Europe -- France -- Lyon -- Fourvière;;Europe -- France -- Lyon -- Fourvière
Europe -- France -- Nevers -- Collège Saint-Louis de Gonzague;;Europe -- France -- Nevers -- Collège Saint-Louis de Gonzague
Europe -- France -- Occitanie – Haute-Garonne – Toulouse;;Europe -- France -- Occitanie – Haute-Garonne – Toulouse
Europe -- France -- Paris;;Europe -- France -- Paris
Europe -- France -- Paris -- Centre Laennec;;Europe -- France -- Paris -- Centre Laennec
Europe -- France -- Paris -- Collège de France;;Europe -- France -- Paris -- Collège de France
Europe -- France -- Paris -- La Sorbonne;;Europe -- France -- Paris -- La Sorbonne
Europe -- France -- Paris -- Latin Quarter;;Europe -- France -- Paris -- Latin Quarter
Europe -- France -- Paris -- Lycée Louis-le-Grand;;Europe -- France -- Paris -- Lycée Louis-le-Grand
Europe -- France -- Paris -- National Library of Paris;;Europe -- France -- Paris -- National Library of Paris
Europe -- France -- Paris -- Port-Royal;;Europe -- France -- Paris -- Port-Royal
Europe -- France -- Paris -- University of Paris;;Europe -- France -- Paris -- University of Paris
Europe -- France -- Picardy;;Europe -- France -- Picardy
Europe -- France -- Poitou-Charentes -- Loudun -- Couvent des Ursulines;;Europe -- France -- Poitou-Charentes -- Loudun -- Couvent des Ursulines
Europe -- France -- Port-Royal;;Europe -- France -- Port-Royal
Europe -- France -- Pyrenees;;Europe -- France -- Pyrenees
Europe -- France -- Saint-Omer;;Europe -- France -- Saint-Omer
Europe -- France -- Saint-Omer -- English College of Saint Omer;;Europe -- France -- Saint-Omer -- English College of Saint Omer
Europe -- France -- Sanary-sur-mer;;Europe -- France -- Sanary-sur-mer
Europe -- France -- Sarlat;;Europe -- France -- Sarlat
Europe -- France -- Savoy;;Europe -- France -- Savoy
Europe -- France -- St. Omer;;Europe -- France -- St. Omer
Europe -- France -- Strasbourg;;Europe -- France -- Strasbourg
Europe -- France -- Sélestat;;Europe -- France -- Sélestat
Europe -- France -- Toulouse;;Europe -- France -- Toulouse
Europe -- France -- Tulle;;Europe -- France -- Tulle
Europe -- France -- Versailles;;Europe -- France -- Versailles
Europe -- France -- Watten;;Europe -- France -- Watten
Europe -- Germany;;Europe -- Germany
Europe -- Germany -- Aachen;;Europe -- Germany -- Aachen
Europe -- Germany -- Augsburg;;Europe -- Germany -- Augsburg
Europe -- Germany -- Babenhausen;;Europe -- Germany -- Babenhausen
Europe -- Germany -- Baden-Württemberg -- Ellwangen;;Europe -- Germany -- Baden-Württemberg -- Ellwangen
Europe -- Germany -- Baden-Württemberg -- Rottweil;;Europe -- Germany -- Baden-Württemberg -- Rottweil
Europe -- Germany -- Baden-Württemberg -- Sigmaringen;;Europe -- Germany -- Baden-Württemberg -- Sigmaringen
Europe -- Germany -- Bamberg -- University of Bamberg;;Europe -- Germany -- Bamberg -- University of Bamberg
Europe -- Germany -- Bavaria;;Europe -- Germany -- Bavaria
Europe -- Germany -- Bavaria -- Augsburg;;Europe -- Germany -- Bavaria -- Augsburg
Europe -- Germany -- Bavaria -- Dachau;;Europe -- Germany -- Bavaria -- Dachau
Europe -- Germany -- Bavaria -- Dillingen;;Europe -- Germany -- Bavaria -- Dillingen
Europe -- Germany -- Bavaria -- Munich;;Europe -- Germany -- Bavaria -- Munich
Europe -- Germany -- Bavaria -- Munich -- St. Michael;;Europe -- Germany -- Bavaria -- Munich -- St. Michael
Europe -- Germany -- Bavaria -- Munich -- St. Michael's Church;;Europe -- Germany -- Bavaria -- Munich -- St. Michael's Church
Europe -- Germany -- Bavaria -- Swabia -- Dillingen an der Donau -- University of Dillingen;;Europe -- Germany -- Bavaria -- Swabia -- Dillingen an der Donau -- University of Dillingen
Europe -- Germany -- Berlin;;Europe -- Germany -- Berlin
Europe -- Germany -- Breslau;;Europe -- Germany -- Breslau
Europe -- Germany -- Büren;;Europe -- Germany -- Büren
Europe -- Germany -- Cologne;;Europe -- Germany -- Cologne
Europe -- Germany -- Cologne -- Erzbischöfliche Diözesan- und Dombibliothek;;Europe -- Germany -- Cologne -- Erzbischöfliche Diözesan- und Dombibliothek
Europe -- Germany -- Cologne -- Pfarrkirche Sankt Peter;;Europe -- Germany -- Cologne -- Pfarrkirche Sankt Peter
Europe -- Germany -- Cologne -- Zollstock -- Sankt Paul;;Europe -- Germany -- Cologne -- Zollstock -- Sankt Paul
Europe -- Germany -- Dachau;;Europe -- Germany -- Dachau
Europe -- Germany -- Dillingen;;Europe -- Germany -- Dillingen
Europe -- Germany -- Duisburg;;Europe -- Germany -- Duisburg
Europe -- Germany -- Düren -- Stiftisches Gymnasium Düren;;Europe -- Germany -- Düren -- Stiftisches Gymnasium Düren
Europe -- Germany -- Düsseldorf;;Europe -- Germany -- Düsseldorf
Europe -- Germany -- Eichstätt;;Europe -- Germany -- Eichstätt
Europe -- Germany -- Eichstätt;;Europe -- Germany -- Eichstätt
Europe -- Germany -- Ellwangen;;Europe -- Germany -- Ellwangen
Europe -- Germany -- Frankfurt;;Europe -- Germany -- Frankfurt
Europe -- Germany -- Frankfurt am Main;;Europe -- Germany -- Frankfurt am Main
Europe -- Germany -- Freiburg;;Europe -- Germany -- Freiburg
Europe -- Germany -- Fulda;;Europe -- Germany -- Fulda
Europe -- Germany -- Heidelberg;;Europe -- Germany -- Heidelberg
Europe -- Germany -- Hildesheim;;Europe -- Germany -- Hildesheim
Europe -- Germany -- Ingolstadt;;Europe -- Germany -- Ingolstadt
Europe -- Germany -- Ingolstdat;;Europe -- Germany -- Ingolstdat
Europe -- Germany -- Jülich;;Europe -- Germany -- Jülich
Europe -- Germany -- Kaufbeuren;;Europe -- Germany -- Kaufbeuren
Europe -- Germany -- Köln;;Europe -- Germany -- Köln
Europe -- Germany -- Köthen;;Europe -- Germany -- Köthen
Europe -- Germany -- Lower Saxony -- Hildesheim;;Europe -- Germany -- Lower Saxony -- Hildesheim
Europe -- Germany -- Mainz;;Europe -- Germany -- Mainz
Europe -- Germany -- Mecklenberg-Vorpommern -- Schwerin -- St. Anna;;Europe -- Germany -- Mecklenberg-Vorpommern -- Schwerin -- St. Anna
Europe -- Germany -- Munich;;Europe -- Germany -- Munich
Europe -- Germany -- Munich -- Hochschule für Philosophie München;;Europe -- Germany -- Munich -- Hochschule für Philosophie München
Europe -- Germany -- Munich -- St. Michael's Church;;Europe -- Germany -- Munich -- St. Michael's Church
Europe -- Germany -- Munich -- Wilhelmsgymnasium;;Europe -- Germany -- Munich -- Wilhelmsgymnasium
Europe -- Germany -- Nuremberg;;Europe -- Germany -- Nuremberg
Europe -- Germany -- Paderborn;;Europe -- Germany -- Paderborn
Europe -- Germany -- Passau;;Europe -- Germany -- Passau
Europe -- Germany -- Prussia;;Europe -- Germany -- Prussia
Europe -- Germany -- Regensburg;;Europe -- Germany -- Regensburg
Europe -- Germany -- Rhineland;;Europe -- Germany -- Rhineland
Europe -- Germany -- Rhineland -- Mainz;;Europe -- Germany -- Rhineland -- Mainz
Europe -- Germany -- Rhineland -- Upper Rhineland;;Europe -- Germany -- Rhineland -- Upper Rhineland
Europe -- Germany -- Rhineland-Palatinate -- Nassau;;Europe -- Germany -- Rhineland-Palatinate -- Nassau
Europe -- Germany -- Rhineland-Palatinate -- Neustadt;;Europe -- Germany -- Rhineland-Palatinate -- Neustadt
Europe -- Germany -- Riedböhringen;;Europe -- Germany -- Riedböhringen
Europe -- Germany -- Speyer;;Europe -- Germany -- Speyer
Europe -- Germany -- Straubing -- Jesuit Church;;Europe -- Germany -- Straubing -- Jesuit Church
Europe -- Germany -- Swabia;;Europe -- Germany -- Swabia
Europe -- Germany -- Thuringia;;Europe -- Germany -- Thuringia
Europe -- Germany -- Treves;;Europe -- Germany -- Treves
Europe -- Germany -- Trier;;Europe -- Germany -- Trier
Europe -- Germany -- Tübingen -- Universität Tübingen;;Europe -- Germany -- Tübingen -- Universität Tübingen
Europe -- Germany -- Worms;;Europe -- Germany -- Worms
Europe -- Germany -- Würzburg;;Europe -- Germany -- Würzburg
Europe -- Germany -- Würzburg -- University of Würzburg;;Europe -- Germany -- Würzburg -- University of Würzburg
Europe -- Germany -- Würzburg -- University of Würzburger;;Europe -- Germany -- Würzburg -- University of Würzburger
Europe -- Greece;;Europe -- Greece
Europe -- Greece -- Athens;;Europe -- Greece -- Athens
Europe -- Greece -- Athens -- National Library of Greece;;Europe -- Greece -- Athens -- National Library of Greece
Europe -- Greece -- Nafpaktos;;Europe -- Greece -- Nafpaktos
Europe -- Hungary;;Europe -- Hungary
Europe -- Hungary -- Budapest;;Europe -- Hungary -- Budapest
Europe -- Hungary -- Győr;;Europe -- Hungary -- Győr
Europe -- Hungary -- Kalocsa;;Europe -- Hungary -- Kalocsa
Europe -- Hungary -- Kolocsa;;Europe -- Hungary -- Kolocsa
Europe -- Hungary -- Pécs;;Europe -- Hungary -- Pécs
Europe -- Hungary -- Sárospatak;;Europe -- Hungary -- Sárospatak
Europe -- Hungary -- Transylvania;;Europe -- Hungary -- Transylvania
Europe -- Iceland;;Europe -- Iceland
Europe -- India -- Bombay;;Europe -- India -- Bombay
Europe -- Ireland;;Europe -- Ireland
Europe -- Ireland -- Clongowes Wood College;;Europe -- Ireland -- Clongowes Wood College
Europe -- Ireland -- Dublin;;Europe -- Ireland -- Dublin
Europe -- Ireland -- Dublin -- St. Ignatius Church;;Europe -- Ireland -- Dublin -- St. Ignatius Church
Europe -- Ireland -- Dublin -- University College Dublin;;Europe -- Ireland -- Dublin -- University College Dublin
Europe -- Ireland -- Galway;;Europe -- Ireland -- Galway
Europe -- Ireland -- Limerick;;Europe -- Ireland -- Limerick
Europe -- Ireland -- Limerick -- Crescent College;;Europe -- Ireland -- Limerick -- Crescent College
Europe -- Ireland -- Omagh;;Europe -- Ireland -- Omagh
Europe -- Italy;;Europe -- Italy
Europe -- Italy -- Bergamo;;Europe -- Italy -- Bergamo
Europe -- Italy -- Bologna;;Europe -- Italy -- Bologna
Europe -- Italy -- Bologna -- Clementine Academy;;Europe -- Italy -- Bologna -- Clementine Academy
Europe -- Italy -- Brescia;;Europe -- Italy -- Brescia
Europe -- Italy -- Cagliari;;Europe -- Italy -- Cagliari
Europe -- Italy -- Capraia;;Europe -- Italy -- Capraia
Europe -- Italy -- Casale Monferrato;;Europe -- Italy -- Casale Monferrato
Europe -- Italy -- Chieti;;Europe -- Italy -- Chieti
Europe -- Italy -- Ferrara;;Europe -- Italy -- Ferrara
Europe -- Italy -- Florence;;Europe -- Italy -- Florence
Europe -- Italy -- Florence -- San Giovanni Evangelista;;Europe -- Italy -- Florence -- San Giovanni Evangelista
Europe -- Italy -- Frascati;;Europe -- Italy -- Frascati
Europe -- Italy -- Genoa;;Europe -- Italy -- Genoa
Europe -- Italy -- Gorizia;;Europe -- Italy -- Gorizia
Europe -- Italy -- La Storta;;Europe -- Italy -- La Storta
Europe -- Italy -- Lazio -- Rome;;Europe -- Italy -- Lazio -- Rome
Europe -- Italy -- Lecce;;Europe -- Italy -- Lecce
Europe -- Italy -- Liguria;;Europe -- Italy -- Liguria
Europe -- Italy -- Lombardy -- Pavia -- University of Pavia;;Europe -- Italy -- Lombardy -- Pavia -- University of Pavia
Europe -- Italy -- Lorete -- Basilica della Santa Casa;;Europe -- Italy -- Lorete -- Basilica della Santa Casa
Europe -- Italy -- Loreto;;Europe -- Italy -- Loreto
Europe -- Italy -- Macerata;;Europe -- Italy -- Macerata
Europe -- Italy -- Mantua;;Europe -- Italy -- Mantua
Europe -- Italy -- Mantua -- University of Mantua;;Europe -- Italy -- Mantua -- University of Mantua
Europe -- Italy -- Messina;;Europe -- Italy -- Messina
Europe -- Italy -- Milan;;Europe -- Italy -- Milan
Europe -- Italy -- Milan -- Braidense College;;Europe -- Italy -- Milan -- Braidense College
Europe -- Italy -- Milan -- Collegio de Nobili;;Europe -- Italy -- Milan -- Collegio de Nobili
Europe -- Italy -- Montepulciano;;Europe -- Italy -- Montepulciano
Europe -- Italy -- Mount Vesuvius;;Europe -- Italy -- Mount Vesuvius
Europe -- Italy -- Naples;;Europe -- Italy -- Naples
Europe -- Italy -- Naples -- Chinese College;;Europe -- Italy -- Naples -- Chinese College
Europe -- Italy -- Naples -- Collegio of Nobles;;Europe -- Italy -- Naples -- Collegio of Nobles
Europe -- Italy -- Naples -- Gesù Nuovo;;Europe -- Italy -- Naples -- Gesù Nuovo
Europe -- Italy -- Padua;;Europe -- Italy -- Padua
Europe -- Italy -- Parma;;Europe -- Italy -- Parma
Europe -- Italy -- Parma -- Collegio dei Nobili di Parma;;Europe -- Italy -- Parma -- Collegio dei Nobili di Parma
Europe -- Italy -- Piedmont;;Europe -- Italy -- Piedmont
Europe -- Italy -- Pisa;;Europe -- Italy -- Pisa
Europe -- Italy -- Pistoia;;Europe -- Italy -- Pistoia
Europe -- Italy -- Rome;;Europe -- Italy -- Rome
Europe -- Italy -- Rome -- Accademia degli Arcadi;;Europe -- Italy -- Rome -- Accademia degli Arcadi
Europe -- Italy -- Rome -- Archivum Romanum Societatis Iesu;;Europe -- Italy -- Rome -- Archivum Romanum Societatis Iesu
Europe -- Italy -- Rome -- ARSI;;Europe -- Italy -- Rome -- ARSI
Europe -- Italy -- Rome -- Barberini Palace;;Europe -- Italy -- Rome -- Barberini Palace
Europe -- Italy -- Rome -- Basilica of St. Stephen in the Round;;Europe -- Italy -- Rome -- Basilica of St. Stephen in the Round
Europe -- Italy -- Rome -- Chiesa del Gesù;;Europe -- Italy -- Rome -- Chiesa del Gesù
Europe -- Italy -- Rome -- Church of the Gesù;;Europe -- Italy -- Rome -- Church of the Gesù
Europe -- Italy -- Rome -- Colegio Romano;;Europe -- Italy -- Rome -- Colegio Romano
Europe -- Italy -- Rome -- Collegio Romano;;Europe -- Italy -- Rome -- Collegio Romano
Europe -- Italy -- Rome -- Collegium Germanicum;;Europe -- Italy -- Rome -- Collegium Germanicum
Europe -- Italy -- Rome -- Collegium Germanicum et Hungaricum;;Europe -- Italy -- Rome -- Collegium Germanicum et Hungaricum
Europe -- Italy -- Rome -- Collegium Hungaricum;;Europe -- Italy -- Rome -- Collegium Hungaricum
Europe -- Italy -- Rome -- English College of Rome;;Europe -- Italy -- Rome -- English College of Rome
Europe -- Italy -- Rome -- Giardini del Quirinale;;Europe -- Italy -- Rome -- Giardini del Quirinale
Europe -- Italy -- Rome -- Il Gesù;;Europe -- Italy -- Rome -- Il Gesù
Europe -- Italy -- Rome -- La Storta;;Europe -- Italy -- Rome -- La Storta
Europe -- Italy -- Rome -- Piazza della Minerva;;Europe -- Italy -- Rome -- Piazza della Minerva
Europe -- Italy -- Rome -- Pontifical Biblical Institute;;Europe -- Italy -- Rome -- Pontifical Biblical Institute
Europe -- Italy -- Rome -- Pontifical Gregorian University;;Europe -- Italy -- Rome -- Pontifical Gregorian University
Europe -- Italy -- Rome -- Pontifical Gregorian University -- Institute of Psychology;;Europe -- Italy -- Rome -- Pontifical Gregorian University -- Institute of Psychology
Europe -- Italy -- Rome -- Pontifical Gregorian University -- Istituto di Spiritualità;;Europe -- Italy -- Rome -- Pontifical Gregorian University -- Istituto di Spiritualità
Europe -- Italy -- Rome -- Pontificia Università Gregoriana;;Europe -- Italy -- Rome -- Pontificia Università Gregoriana
Europe -- Italy -- Rome -- Roman College;;Europe -- Italy -- Rome -- Roman College
Europe -- Italy -- Rome -- Roman College -- Museum of the Roman College;;Europe -- Italy -- Rome -- Roman College -- Museum of the Roman College
Europe -- Italy -- Rome -- San Vitale;;Europe -- Italy -- Rome -- San Vitale
Europe -- Italy -- Rome -- Sant'Ambrogio della Massima;;Europe -- Italy -- Rome -- Sant'Ambrogio della Massima
Europe -- Italy -- Rome -- Seminario Romano;;Europe -- Italy -- Rome -- Seminario Romano
Europe -- Italy -- Rome -- The Roman College;;Europe -- Italy -- Rome -- The Roman College
Europe -- Italy -- Rome -- Vatican City;;Europe -- Italy -- Rome -- Vatican City
Europe -- Italy -- Rome -- Villa Cavaletti;;Europe -- Italy -- Rome -- Villa Cavaletti
Europe -- Italy -- Sardinia;;Europe -- Italy -- Sardinia
Europe -- Italy -- Sardinia -- Sassari;;Europe -- Italy -- Sardinia -- Sassari
Europe -- Italy -- Savoy;;Europe -- Italy -- Savoy
Europe -- Italy -- Sicily;;Europe -- Italy -- Sicily
Europe -- Italy -- Sicily -- Alcamo;;Europe -- Italy -- Sicily -- Alcamo
Europe -- Italy -- Sicily -- Palermo;;Europe -- Italy -- Sicily -- Palermo
Europe -- Italy -- Sicily -- Racalmuto;;Europe -- Italy -- Sicily -- Racalmuto
Europe -- Italy -- Siena;;Europe -- Italy -- Siena
Europe -- Italy -- Sondrio;;Europe -- Italy -- Sondrio
Europe -- Italy -- Trapani;;Europe -- Italy -- Trapani
Europe -- Italy -- Trent;;Europe -- Italy -- Trent
Europe -- Italy -- Trento;;Europe -- Italy -- Trento
Europe -- Italy -- Trieste;;Europe -- Italy -- Trieste
Europe -- Italy -- Tuscany;;Europe -- Italy -- Tuscany
Europe -- Italy -- Tuscany -- Arezzo;;Europe -- Italy -- Tuscany -- Arezzo
Europe -- Italy -- Tuscany -- Florence;;Europe -- Italy -- Tuscany -- Florence
Europe -- Italy -- Tuscany -- Lucca;;Europe -- Italy -- Tuscany -- Lucca
Europe -- Italy -- Veneto;;Europe -- Italy -- Veneto
Europe -- Italy -- Venice;;Europe -- Italy -- Venice
Europe -- Italy -- Viterbo;;Europe -- Italy -- Viterbo
Europe -- Latvia;;Europe -- Latvia
Europe -- Latvia -- Courland;;Europe -- Latvia -- Courland
Europe -- Latvia -- Kraslava;;Europe -- Latvia -- Kraslava
Europe -- Latvia -- Riga;;Europe -- Latvia -- Riga
Europe -- Liechtenstein;;Europe -- Liechtenstein
Europe -- Lithuania;;Europe -- Lithuania
Europe -- Lithuania -- Apylaukis;;Europe -- Lithuania -- Apylaukis
Europe -- Lithuania -- Kaunas;;Europe -- Lithuania -- Kaunas
Europe -- Lithuania -- Kraziai;;Europe -- Lithuania -- Kraziai
Europe -- Lithuania -- Vilnius;;Europe -- Lithuania -- Vilnius
Europe -- Lithuania -- Vilnius -- Vilnius University -- Church of St. John;;Europe -- Lithuania -- Vilnius -- Vilnius University -- Church of St. John
Europe -- Luxembourg;;Europe -- Luxembourg
Europe -- Malta;;Europe -- Malta
Europe -- Malta -- St. Aloysius College;;Europe -- Malta -- St. Aloysius College
Europe -- Moldova;;Europe -- Moldova
Europe -- Netherlands;;Europe -- Netherlands
Europe -- Netherlands -- 's-Hertogenbosch;;Europe -- Netherlands -- 's-Hertogenbosch
Europe -- Netherlands -- Amsterdam;;Europe -- Netherlands -- Amsterdam
Europe -- Netherlands -- Amsterdam -- Royal Dutch Academy of Arts and Sciences;;Europe -- Netherlands -- Amsterdam -- Royal Dutch Academy of Arts and Sciences
Europe -- Netherlands -- Blyenbeck;;Europe -- Netherlands -- Blyenbeck
Europe -- Netherlands -- Brabant;;Europe -- Netherlands -- Brabant
Europe -- Netherlands -- Delft;;Europe -- Netherlands -- Delft
Europe -- Netherlands -- Diepenbeek;;Europe -- Netherlands -- Diepenbeek
Europe -- Netherlands -- Duchy of Brabant;;Europe -- Netherlands -- Duchy of Brabant
Europe -- Netherlands -- Friesland;;Europe -- Netherlands -- Friesland
Europe -- Netherlands -- Friesland -- Leeuwarden;;Europe -- Netherlands -- Friesland -- Leeuwarden
Europe -- Netherlands -- Groningen;;Europe -- Netherlands -- Groningen
Europe -- Netherlands -- Haarlem;;Europe -- Netherlands -- Haarlem
Europe -- Netherlands -- Holland;;Europe -- Netherlands -- Holland
Europe -- Netherlands -- Leiden;;Europe -- Netherlands -- Leiden
Europe -- Netherlands -- Low Countries;;Europe -- Netherlands -- Low Countries
Europe -- Netherlands -- Maastricht -- Maastricht University -- Jesuit Collection;;Europe -- Netherlands -- Maastricht -- Maastricht University -- Jesuit Collection
Europe -- Netherlands -- Nijmegen;;Europe -- Netherlands -- Nijmegen
Europe -- Netherlands -- Nijmegen -- Canisius College;;Europe -- Netherlands -- Nijmegen -- Canisius College
Europe -- Netherlands -- Nijmegen -- Museum Het Valkhof;;Europe -- Netherlands -- Nijmegen -- Museum Het Valkhof
Europe -- Netherlands -- Northern Netherlands;;Europe -- Netherlands -- Northern Netherlands
Europe -- Netherlands -- Southern Netherlands;;Europe -- Netherlands -- Southern Netherlands
Europe -- Netherlands -- Utrecht;;Europe -- Netherlands -- Utrecht
Europe -- Netherlands -- Zuidhorn -- Aduard;;Europe -- Netherlands -- Zuidhorn -- Aduard
Europe -- Norway;;Europe -- Norway
Europe -- Paris;;Europe -- Paris
Europe -- Poland;;Europe -- Poland
Europe -- Poland -- Braniewo;;Europe -- Poland -- Braniewo
Europe -- Poland -- Braniewo -- Collegium Hosianum;;Europe -- Poland -- Braniewo -- Collegium Hosianum
Europe -- Poland -- Chełm;;Europe -- Poland -- Chełm
Europe -- Poland -- Cracow;;Europe -- Poland -- Cracow
Europe -- Poland -- Czestochowa;;Europe -- Poland -- Czestochowa
Europe -- Poland -- Gdynia;;Europe -- Poland -- Gdynia
Europe -- Poland -- Klodzko;;Europe -- Poland -- Klodzko
Europe -- Poland -- Krakow;;Europe -- Poland -- Krakow
Europe -- Poland -- Kraków;;Europe -- Poland -- Kraków
Europe -- Poland -- Kraków -- Saints Peter and Paul Church;;Europe -- Poland -- Kraków -- Saints Peter and Paul Church
Europe -- Poland -- Kłodzko;;Europe -- Poland -- Kłodzko
Europe -- Poland -- Lublin;;Europe -- Poland -- Lublin
Europe -- Poland -- Nysa;;Europe -- Poland -- Nysa
Europe -- Poland -- Obra;;Europe -- Poland -- Obra
Europe -- Poland -- Pomerania;;Europe -- Poland -- Pomerania
