display_name;;name;;birth_date;;death_date
Laboon, Jake, 1921-1988;;Laboon, Jake;;1921;;1988
Lacouture, Onésime, 1881-1951;;Lacouture, Onésime;;1881;;1951
Lacunza, Manuel, 1731-1801;;Lacunza, Manuel;;1731;;1801
Lafitau, Joseph-François, 1681-1746;;Lafitau, Joseph-François;;1681;;1746
Lahousse, Gustave, 1846-1928;;Lahousse, Gustave;;1846;;1928
Laínez, Diego, 1512-1565;;Laínez, Diego;;1512;;1565
Lakner, Franz, 1900-1974;;Lakner, Franz;;1900;;1974
LaLande, Jean de, Saint, c.1610-1646;;LaLande, Jean de, Saint;;c.1610;;1646
Lalemant, Gabriel, Saint, 1610-1649;;Lalemant, Gabriel, Saint;;1610;;1649
Lallemant, Charles, 1587-1674;;Lallemant, Charles;;1587;;1674
Lallemant, Jérôme, 1593-1673;;Lallemant, Jérôme;;1593;;1673
Lallemant, Louis, 1588-1635;;Lallemant, Louis;;1588;;1635
Lamalle, Edmond, 1900-1989;;Lamalle, Edmond;;1900;;1989
Lambert, Willi, 1944-;;Lambert, Willi;;1944;;
Lambrecht, Jan, 1926-;;Lambrecht, Jan;;1926;;
Lambrette, Alphonse, 1884-1970;;Lambrette, Alphonse;;1884;;1970
Lammens, Henri, 1862-1937;;Lammens, Henri;;1862;;1937
Lamormaini, Henri, 1575-1647;;Lamormaini, Henri;;1575;;1647
Lamormaini, Wilhelm, 1570-1648;;Lamormaini, Wilhelm;;1570;;1648
Lana Terzi, Francesco, 1631-1687;;Lana Terzi, Francesco;;1631;;1687
Lancilotto, Nicolao, c.1515-1558;;Lancilotto, Nicolao;;c.1515;;1558
Landini, Silvestro, c.1503-1554;;Landini, Silvestro;;c.1503;;1554
Landívar, Rafael, 1731-1793;;Landívar, Rafael;;1731;;1793
Landívar, Rafael, 1731-1793;;Landívar, Rafael;;1731;;1793
Lang, Franz, 1654-1725;;Lang, Franz;;1654;;1725
Langguth, Laurence, 1911-1999;;Langguth, Laurence;;1911;;1999
Lanzi, Luigi Antonio, 1732-1810;;Lanzi, Luigi Antonio;;1732;;1810
Lapide, Cornelius Cornelii a, 1567-1637;;Lapide, Cornelius Cornelii a;;1567;;1637
Larkin, John, 1801-1859;;Larkin, John;;1801;;1859
Larraz, Blas, 1721-c.1797;;Larraz, Blas;;1721;;c.1797
Larre, Claude, 1919-2001;;Larre, Claude;;1919;;2001
Lassala, Manuel, 1738-1806;;Lassala, Manuel;;1738;;1806
Latourelle, René, 1918-;;Latourelle, René;;1918;;
Laulanié, Henri de, 1920-1995;;Laulanié, Henri de;;1920;;1995
Laulanié, Henri de, 1920-1955;;Laulanié, Henri de;;1920;;1955
Laureati, Giovanni, 1666-1727;;Laureati, Giovanni;;1666;;1727
Laurentii, Petrus, d.1664;;Laurentii, Petrus;;;;d.1664
Laures, Johannes, 1891-1959;;Laures, Johannes;;1891;;1959
Laval, François de, 1623-1708;;Laval, François de;;1623;;1708
Lavenant, René, 1926-2013;;Lavenant, René;;1926;;2013
Law, Augustus Henry, 1833-1880;;Law, Augustus Henry;;1833;;1880
Laymann, Paul, 1574-1635;;Laymann, Paul;;1574;;1635
Laínez, Diego, 1512-1565;;Laínez, Diego;;1512;;1565
Laínez, José Segundo, 1812-1848;;Laínez, José Segundo;;1812;;1848
Le Brun, Laurent, 1608-1663;;Le Brun, Laurent;;1608;;1663
Le Cocq d'Armandville, Cornelis Johannes Franciscus, 1846-1896;;Le Cocq d'Armandville, Cornelis Johannes Franciscus;;1846;;1896
Le Comte, Louis, 1655-1728;;Le Comte, Louis;;1655;;1728
Le Febvre, Jacques, 1694-1755;;Le Febvre, Jacques;;1694;;1755
Le Jay, Claude, 1504-1552;;Le Jay, Claude;;1504;;1552
Le Jay, Gabriel-François, 1657-1734;;Le Jay, Gabriel-François;;1657;;1734
Le Jeune, Paul, 1591-1664;;Le Jeune, Paul;;1591;;1664
Le Jeune, Paul, 1592-1664;;Le Jeune, Paul;;1592;;1664
Le Mercier, François, 1604-1690;;Le Mercier, François;;1604;;1690
Le Moyne, Pierre, 1602-1672;;Le Moyne, Pierre;;1602;;1672
Le Paige, Gustave, 1903-1980;;Le Paige, Gustave;;1903;;1980
Le Petit, Mathurin, 1693-1739;;Le Petit, Mathurin;;1693;;1739
Leahy, Louis, 1927-;;Leahy, Louis;;1927;;
Leahy, William P., 1948-;;Leahy, William P.;;1948;;
Leder, Michael, 1562-1641;;Leder, Michael;;1562;;1641
Ledesma, Diego da, 1519-1575;;Ledesma, Diego da;;1519;;1575
Ledesma, Diego de, 1519-1575;;Ledesma, Diego de;;1519;;1575
Ledóchowski, Włodzimierz, 1866-1942;;Ledóchowski, Włodzimierz;;1866;;1942
Ledóchowski, Włodzimierz, 1866-1942;;Ledóchowski, Włodzimierz;;1866;;1942
Leeber, Victor, 1922-2009;;Leeber, Victor;;1922;;2009
Leech, Humphrey, 1571-1629;;Leech, Humphrey;;1571;;1629
Leeuw, Antonius van der, 1810-1886;;Leeuw, Antonius van der;;1810;;1886
Lefeuvre, Jean, 1922-2010;;Lefeuvre, Jean;;1922;;2010
Legaria, Pedro, 1878-1956;;Legaria, Pedro;;1878;;1956
Leiber, Robert, 1887-1967;;Leiber, Robert;;1887;;1967
Leite, António, 1911-2004;;Leite, António;;1911;;2004
Leitão, Edward [stationed in Goa in 1590];;Leitão, Edward;;;;
Lemaire, Felipe, 1608-1671;;Lemaire, Felipe;;1608;;1671
Lemaître, Georges, 1894-1966;;Lemaître, Georges;;1894;;1966
Lenartowicz, Piotr, 1934-2012;;Lenartowicz, Piotr;;1934;;2012
Leonhardt, Carlos, 1869-1952;;Leonhardt, Carlos;;1869;;1952
Leoni, Pietro, 1909-1995;;Leoni, Pietro;;1909;;1995
Leroy, Pierre, 1900-1955;;Leroy, Pierre;;1900;;1955
Lessius, Leonardus, 1554-1623;;Lessius, Leonardus;;1554;;1623
Leturia, Pedro, 1891-1955;;Leturia, Pedro;;1891;;1955
Leunis, Jean, 1532-1584;;Leunis, Jean;;1532;;1584
Levi, Peter, 1931-2000;;Levi, Peter;;1931;;2000
León, Pedro de, 1545-1632;;León, Pedro de;;1545;;1632
Li, Wenyu, 1840-1911;;Li, Wenyu;;1840;;1911
Li, Zhizao, 1565-1630;;Li, Zhizao;;1565;;1630
Liauksminas, Žygimantas, 1596-1670;;Liauksminas, Žygimantas;;1596;;1670
Libânio, João Batista, 1932-2014;;Libânio, João Batista;;1932;;2014
Liberatore, Matteo, 1810-1892;;Liberatore, Matteo;;1810;;1892
Libânio, João Batista, 1932-2014;;Libânio, João Batista;;1932;;2014
Lima, João Baptista, 1659-1733;;Lima, João Baptista;;1659;;1733
Lippomano, Luigi, 1500-1559;;Lippomano, Luigi;;1500;;1559
Liu, Dezhai, 1843-1912;;Liu, Dezhai;;1843;;1912
Llanos, José María de, 1906-1992;;Llanos, José María de;;1906;;1992
Llorente, Segundo, 1906-1989;;Llorente, Segundo;;1906;;1989
Loarte, Gaspar de, 1498-1578;;Loarte, Gaspar de;;1498;;1578
Lobo, Jerónimo, c.1596-1678;;Lobo, Jerónimo;;c.1596;;1678
Lobo, Jerónimo, c.1596-1678;;Lobo, Jerónimo;;c.1596;;1678
Lombardi, Federico, 1942-;;Lombardi, Federico;;1942;;
Lombardi, Riccardo, 1908-1979;;Lombardi, Riccardo;;1908;;1979
Lommel, Antoon van, 1827-1894;;Lommel, Antoon van;;1827;;1894
Lonergan, Bernard Joseph Francis, 1904-1984;;Lonergan, Bernard Joseph Francis;;1904;;1984
Longobardi, Nicolò, 1559-1654 or 1655;;Longobardi, Nicolò;;1559;;1654 or 1655
Lopes, António, 1926-2007;;Lopes, António;;1926;;2007
Lopez y Lopez, Joaquin, 1918-1989;;Lopez y Lopez, Joaquin;;1918;;1989
Lopez, Amando, 1936-1989;;Lopez, Amando;;1936;;1989
Lord, Daniel Aloysius, 1888-1955;;Lord, Daniel Aloysius;;1888;;1955
Lorinus, Joannes, 1559-1634;;Lorinus, Joannes;;1559;;1634
Lorson, Pierre, 1897-1954;;Lorson, Pierre;;1897;;1954
Lossada, Luis de, 1681-1748;;Lossada, Luis de;;1681;;1748
Lotz, Johannes Baptist, 1903-1992;;Lotz, Johannes Baptist;;1903;;1992
Loureiro, João de, 1710-1791;;Loureiro, João de;;1710;;1791
Loyola de Mandes, Baltasar Diego, 1631-1667;;Loyola de Mandes, Baltasar Diego;;1631;;1667
Loyola, Ignatius of, c.1491-1556;;Loyola, Ignatius of;;c.1491;;1556
Loyola, Ignatius of, Saint, c.1491-1556;;Loyola, Ignatius of, Saint;;c.1491;;1556
Loyola, Juan de;;Loyola, Juan de;;;;
Lozano, Pedro, 1697-1752;;Lozano, Pedro;;1697;;1752
Lubelli, Andrea Giovanni, 1611-1685;;Lubelli, Andrea Giovanni;;1611;;1685
Lucas, Johannes, 1638-1716;;Lucas, Johannes;;1638;;1716
Lucci, Isidoro, 1661-1719;;Lucci, Isidoro;;1661;;1719
Lucena, João de, 1550-1600;;Lucena, João de;;1550;;1600
Luengo, Manuel, 1735-1816;;Luengo, Manuel;;1735;;1816
Lugo, Juan de, 1583-1660;;Lugo, Juan de;;1583;;1660
Luisier, Alphonse, 1872-1957;;Luisier, Alphonse;;1872;;1957
Luz, Ludwig, 1599-1665;;Luz, Ludwig;;1599;;1665
Lynch, William F., 1908-1987;;Lynch, William F.;;1908;;1987
Lécrivain, Philippe, 1941-;;Lécrivain, Philippe;;1941;;
Lévêque, Karl, 1936-1986;;Lévêque, Karl;;1936;;1986
Lévêque, Karl, 1937-1986;;Lévêque, Karl;;1937;;1986
Lízna, František, 1941-;;Lízna, František;;1941;;
López y López, Joaguín, 1918-1989;;López y López, Joaguín;;1918;;1989
López y López, Joaquín, 1918-1989;;López y López, Joaquín;;1918;;1989
López, Alejandro, 1604-1655;;López, Alejandro;;1604;;1655
López, Armando, 1936-1989;;López, Armando;;1936;;1989
López, Joaquín, 1918-1989;;López, Joaquín;;1918;;1989
López-Gay, Jesús, 1929-;;López-Gay, Jesús;;1929;;
Ma, Xiangbo, 1840-1939;;Ma, Xiangbo;;1840;;1939
Macan, Ivan, 1939-2015;;Macan, Ivan;;1939;;2015
Macelwane, James Bernard, 1883-1956;;Macelwane, James Bernard;;1883;;1956
Machault, Jean-Baptiste de, 1591-1640;;Machault, Jean-Baptiste de;;1591;;1640
Mackey, William J. (William Joseph), 1915-1995;;Mackey, William J. (William Joseph);;1915;;1995
Madelin, Henri, 1936-;;Madelin, Henri;;1936;;
Madigan, Daniel A., 1954-;;Madigan, Daniel A.;;1954;;
Maffei, Giovanni Pietro, 1533-1603;;Maffei, Giovanni Pietro;;1533;;1603
Magalhães, Gabriel de, 1609-1677;;Magalhães, Gabriel de;;1609;;1677
Magalhães, Sebastião de, 1636-1709;;Magalhães, Sebastião de;;1636;;1709
Maggio, Lorenzo, 1530-1605;;Maggio, Lorenzo;;1530;;1605
Maggio, Lorenzo, 1531-1605;;Maggio, Lorenzo;;1531;;1605
Magnin, Juan, 1701-1753;;Magnin, Juan;;1701;;1753
Magnis-Suseno, Franz, 1936-;;Magnis-Suseno, Franz;;1936;;
Mahan, George, 1909-2004;;Mahan, George;;1909;;2004
Mahan, Terrance, 1976-1982;;Mahan, Terrance;;1976;;1982
Maia, João, 1923-1999;;Maia, João;;1923;;1999
Mailla, Joseph-Anne-Marie de Moyriac de (Feng Bingzheng), 1669-1748;;Mailla, Joseph-Anne-Marie de Moyriac de (Feng Bingzheng);;1669;;1748
Mailla, Joseph-Anne-Marie de Moyriac de, 1669-1748;;Mailla, Joseph-Anne-Marie de Moyriac de;;1669;;1748
Maillard de Tournon, Carlo Tommaso, 1655-1720;;Maillard de Tournon, Carlo Tommaso;;1655;;1720
Mailleux, Paul, 1905-1983;;Mailleux, Paul;;1905;;1983
Maimbourg, Louis, 1610-1686;;Maimbourg, Louis;;1610;;1686
Maire, Christopher, 1697-1767;;Maire, Christopher;;1697;;1767
Majorica, Girolamo, 1589-1656;;Majorica, Girolamo;;1589;;1656
Makó, Pavol, 1723-1793;;Makó, Pavol;;1723;;1793
Makó, Pál, 1723-1793;;Makó, Pál;;1723;;1793
Malagrida, Gabriel, 1689-1761;;Malagrida, Gabriel;;1689;;1761
Maldonado, Juan Batista, 1634-1699;;Maldonado, Juan Batista;;1634;;1699
Maldonado, Juan de, 1534-1583;;Maldonado, Juan de;;1534;;1583
Malone, Matt, 1972-;;Malone, Matt;;1972;;
Mambrino, Jean, 1923-2012;;Mambrino, Jean;;1923;;2012
Manareus, Oliverius, 1523-1614;;Manareus, Oliverius;;1523;;1614
Maneiro, Juan Luis, 1744-1802;;Maneiro, Juan Luis;;1744;;1802
Mangot, Henri, active 16th century;;Mangot, Henri;;active 16th century;;
Manickam, Visuvasam Sousai, 1944-2012;;Manickam, Visuvasam Sousai;;1944;;2012
Marbán, Pedro, 1647-1713;;Marbán, Pedro;;1647;;1713
Marchi, Giuseppe, 1795-1860;;Marchi, Giuseppe;;1795;;1860
Marechal, Joseph, 1878-1944;;Marechal, Joseph;;1878;;1944
Marest, Pierre-Gabriel, 1662-1714;;Marest, Pierre-Gabriel;;1662;;1714
Maréchal, Joseph, 1878-1944;;Maréchal, Joseph;;1878;;1944
Margat de Tilly, Jean Baptiste, 1689-1747;;Margat de Tilly, Jean Baptiste;;1689;;1747
Mariana, Juan de, 1536-1624;;Mariana, Juan de;;1536;;1624
Marinović, Josip, 1741-1801;;Marinović, Josip;;1741;;1801
Markaitis, Bruno, 1922-1998;;Markaitis, Bruno;;1922;;1998
Markoe, William Morgan, 1892-1969;;Markoe, William Morgan;;1892;;1969
Marques, Manuel, active 17th century;;Marques, Manuel;;active 17th century;;
Marques, Pedro, c.1576-1657;;Marques, Pedro;;c.1576;;1657
Marquette, Jacques, 1637-1675;;Marquette, Jacques;;1637;;1675
Marquez, Pietro, 1741-1820;;Marquez, Pietro;;1741;;1820
Martelet, Gustave, 1916-2014;;Martelet, Gustave;;1916;;2014
Martin, Félix, 1804-1886;;Martin, Félix;;1804;;1886
Martin, James, 1960-;;Martin, James;;1960;;
Martin, Maurice, 1915-2004;;Martin, Maurice;;1915;;2004
Martin, Pierre, 1665-1716;;Martin, Pierre;;1665;;1716
Martina, Giacomo, 1924-2012;;Martina, Giacomo;;1924;;2012
Martindale, Cyril, 1879-1963;;Martindale, Cyril;;1879;;1963
Martini, Carlo Maria, 1927-2012;;Martini, Carlo Maria;;1927;;2012
Martini, Martino, 1614-1661;;Martini, Martino;;1614;;1661
Martins, Francisco (Huang Mingsha), c.1570-1606;;Martins, Francisco (Huang Mingsha);;c.1570;;1606
Martins, José Alves, active 20th-21st century;;Martins, José Alves;;active 20th-21st century;;
Martin-Baro, Ignacio, 1942-1989;;Martin-Baro, Ignacio;;1942;;1989
Martín, Luis, 1846-1906;;Martín, Luis;;1846;;1906
Martínez Silva, Ramón, 1890-1957;;Martínez Silva, Ramón;;1890;;1957
Martín-Baró, Ignacio, 1942-1989;;Martín-Baró, Ignacio;;1942;;1989
Martysz, Bazyli, 1874-1939;;Martysz, Bazyli;;1874;;1939
Martín Luengo, Francisco Javier, 1833-1888;;Martín Luengo, Francisco Javier;;1833;;1888
Martín, Luis, 1846-1906;;Martín, Luis;;1846;;1906
Martínez de la Torre, Luis, 1894-1976;;Martínez de la Torre, Luis;;1894;;1976
Martínez, Diego, 1543-1626;;Martínez, Diego;;1543;;1626
Martín-Baró, Ignacio, 1942-1989;;Martín-Baró, Ignacio;;1942;;1989
Maréchal, Joseph, 1878-1944;;Maréchal, Joseph;;1878;;1944
María Milanés, Jacobo, c.1526-1577;;María Milanés, Jacobo;;c.1526;;1577
Mascarell, Vincentius, 1660-1730;;Mascarell, Vincentius;;1660;;1730
Masdeu, Baltasar, 1741-1816;;Masdeu, Baltasar;;1741;;1816
Masdeu, Juan Francisco, 1744-1817;;Masdeu, Juan Francisco;;1744;;1817
Masen, Jacob, 1606-1681;;Masen, Jacob;;1606;;1681
Masen, Jakob, 1606-1681;;Masen, Jakob;;1606;;1681
Masò, Giacomo, 1626-1674;;Masò, Giacomo;;1626;;1674
Massaruti, Carlo, active 20th century;;Massaruti, Carlo;;active 20th century;;
Massé, Énemond, 1575-1646;;Massé, Énemond;;1575;;1646
Massé, Énemond, 1575-1646;;Massé, Énemond;;1575;;1646
Mastrilli, Marcello Francesco, 1603-1637;;Mastrilli, Marcello Francesco;;1603;;1637
Matić, Marko, 1938-;;Matić, Marko;;1938;;
Mato, Pedro, c.1601-1673;;Mato, Pedro;;c.1601;;1673
Maumigny, René de, 1837-1918;;Maumigny, René de;;1837;;1918
Maunoir, Julien, 1606-1683;;Maunoir, Julien;;1606;;1683
Maunoir, Julien, Saint, 1606-1683;;Maunoir, Julien, Saint;;1606;;1683
Maureder, Josef, 1961-;;Maureder, Josef;;1961;;
Mauro, Sylvester, 1619-1687;;Mauro, Sylvester;;1619;;1687
Mayer, Rupert, 1876-1945;;Mayer, Rupert;;1876;;1945
Mayer, Rupert, Saint, 1876-1945;;Mayer, Rupert, Saint;;1876;;1945
Mazzella, Camillo, 1833-1900;;Mazzella, Camillo;;1833;;1900
McCoog, Thomas, 1947-;;McCoog, Thomas;;1947;;
McCool, Gerald, 1918-2005;;McCool, Gerald;;1918;;2005
McCormick, Richard A., 1922-2000;;McCormick, Richard A.;;1922;;2000
McCormick, Richard, 1922-2000;;McCormick, Richard;;1922;;2000
McCown, Robert A., 1939-;;McCown, Robert A.;;1939;;
McElroy, John, 1782-1877;;McElroy, John;;1782;;1877
McGrath, Thomas, 1919-1992;;McGrath, Thomas;;1919;;1992
McNaspy, Clement J., 1915-1995;;McNaspy, Clement J.;;1915;;1995
McNeill, John J., 1925-2015;;McNeill, John J.;;1925;;2015
McSherry, William, 1799-1839;;McSherry, William;;1799;;1839
McSorley, Joseph, 1874-1963;;McSorley, Joseph;;1874;;1963
Medeiros, Sebastião Constantino de, 1847-1886;;Medeiros, Sebastião Constantino de;;1847;;1886
Mederer, Johann Nepomuk, 1734-1808;;Mederer, Johann Nepomuk;;1734;;1808
Medina, Luís de, 1637-1670;;Medina, Luís de;;1637;;1670
Medrano, Alonso de, 1564-1648;;Medrano, Alonso de;;1564;;1648
Meissner, William W., 1931-;;Meissner, William W.;;1931;;
Meliá, Bartomeu, 1932-;;Meliá, Bartomeu;;1932;;
Melloni, Javier, 1962-;;Melloni, Javier;;1962;;
Mendes de Almeida, Luciano, 1930-2006;;Mendes de Almeida, Luciano;;1930;;2006
Mendes, Cândido Azevedo, 1874-1943;;Mendes, Cândido Azevedo;;1874;;1943
Mendes, Cândido de Azevedo, 1874-1943;;Mendes, Cândido de Azevedo;;1874;;1943
Mendes, João de Azevedo, 1910-1972;;Mendes, João de Azevedo;;1910;;1972
Mendes, João Rodrigues, 1910-1972;;Mendes, João Rodrigues;;1910;;1972
Mendive, José, 1836-1906;;Mendive, José;;1836;;1906
Mendo, Andrés, 1606-1684;;Mendo, Andrés;;1606;;1684
Mendonça, Alexandre Moreira Aranha Furtado de, 1858-1914;;Mendonça, Alexandre Moreira Aranha Furtado de;;1858;;1914
Mendonça, Francisco de, 1573-1626;;Mendonça, Francisco de;;1573;;1626
Mendoça, Hernando de, 1562-1617;;Mendoça, Hernando de;;1562;;1617
Menestrier, Claude-François, 1631-1705;;Menestrier, Claude-François;;1631;;1705
Menestrier, Claude-François, 1631-1705;;Menestrier, Claude-François;;1631;;1705
Menezes, Fernão Teles de, 1530-1605;;Menezes, Fernão Teles de;;1530;;1605
Mengarini, Gregorio, 1811-1886;;Mengarini, Gregorio;;1811;;1886
Mennekes, Friedhelm, 1940-;;Mennekes, Friedhelm;;1940;;
Mercurian, Everard, 1514-1580;;Mercurian, Everard;;1514;;1580
Merelli, Filippo, 1654-1713;;Merelli, Filippo;;1654;;1713
Mersch, Émile, 1890-1940;;Mersch, Émile;;1890;;1940
Mertes, Klaus, 1954-;;Mertes, Klaus;;1954;;
Mesa, José de;;Mesa, José de;;;;
Mesquita, Diogo de, 1551-1614;;Mesquita, Diogo de;;1551;;1614
Mesía, Alonso, 1665-1732;;Mesía, Alonso;;1665;;1732
Metz, Gregorius, active 19th century;;Metz, Gregorius;;active 19th century;;
Meurin, Leo, 1825-1895;;Meurin, Leo;;1825;;1895
Meyer, Hans Bernhard, 1924-2002;;Meyer, Hans Bernhard;;1924;;2002
Meyer, Rudolph J., 1841-1912.;;Meyer, Rudolph J.;;1841;;1912.
Meynard, Thierry, 1963-;;Meynard, Thierry;;1963;;
Michel, Thomas F., 1941-;;Michel, Thomas F.;;1941;;
Michel, Thomas, active 20th-21st century;;Michel, Thomas;;active 20th-21st century;;
Michelazzi, Augustin, 1734-1820;;Michelazzi, Augustin;;1734;;1820
Miege, John Baptist, 1815-1884;;Miege, John Baptist;;1815;;1884
Mieleszko, Mikołaj, 1607-1667;;Mieleszko, Mikołaj;;1607;;1667
Mifsud, Tony, 1949-;;Mifsud, Tony;;1949;;
Mihalj, Mirko, active 18th century;;Mihalj, Mirko;;active 18th century;;
Miki, Paul, Saint, 1564-1597;;Miki, Paul, Saint;;1564;;1597
Miklósházy, Attila, 1931-;;Miklósházy, Attila;;1931;;
Mikulášek, František, 1914-1993;;Mikulášek, František;;1914;;1993
Milanesi, Massimo, c.1529-1586;;Milanesi, Massimo;;c.1529;;1586
Milovec, Boltižar, 1612-1678;;Milovec, Boltižar;;1612;;1678
Miranda, Francisco Xavier, 1730-1811;;Miranda, Francisco Xavier;;1730;;1811
Misset, Jacques;;Misset, Jacques;;;;
Mitchell, John L., 1930-;;Mitchell, John L.;;1930;;
Mobberly, Joseph, 1779-1827;;Mobberly, Joseph;;1779;;1827
Moggi, Ferdinando Bonaventura, 1684-1761;;Moggi, Ferdinando Bonaventura;;1684;;1761
Moingt, Joseph, 1915-;;Moingt, Joseph;;1915;;
Molina, Giovanni Ignazio, 1740-1829;;Molina, Giovanni Ignazio;;1740;;1829
Molina, Juan Ignacio, 1740-1829;;Molina, Juan Ignacio;;1740;;1829
Molina, Luis de, 1535-1600;;Molina, Luis de;;1535;;1600
Mon, José María, 1829-1896;;Mon, José María;;1829;;1896
Monan, J. Donald, 1924-;;Monan, J. Donald;;1924;;
Monnens, Theo, 1891-1956;;Monnens, Theo;;1891;;1956
Monroy, Sebastián de, 1649-1676;;Monroy, Sebastián de;;1649;;1676
Monserrate, Antonio, 1536-1600;;Monserrate, Antonio;;1536;;1600
Montalvo Arzeno, Juan Manuel, 1936-1979;;Montalvo Arzeno, Juan Manuel;;1936;;1979
Montcheuil, Yves de, 1900-1944;;Montcheuil, Yves de;;1900;;1944
Monteiro, Inácio, 1724-1812;;Monteiro, Inácio;;1724;;1812
Monteiro, José, active 17th-18th century;;Monteiro, José;;active 17th;;18th century
Montenegro, Pedro, 1663-1728;;Montenegro, Pedro;;1663;;1728
Montes, Segundo, 1933-1989;;Montes, Segundo;;1933;;1989
Montserrat, Antoni de, 1536-1600;;Montserrat, Antoni de;;1536;;1600
Mooney, Christopher, 1925-1993;;Mooney, Christopher;;1925;;1993
Morales, Hernando de, 1576-1631;;Morales, Hernando de;;1576;;1631
Morales, Luis de, 1641-1716;;Morales, Luis de;;1641;;1716
Morales, Tomás, 1908-1994;;Morales, Tomás;;1908;;1994
Moran, Marshall Denis, 1906-1992;;Moran, Marshall Denis;;1906;;1992
Morawski, Marian, 1845-1901;;Morawski, Marian;;1845;;1901
More, Henry, 1586-1661;;More, Henry;;1586;;1661
Morejón, Pedro, 1562-c.1634;;Morejón, Pedro;;1562;;c.1634
Moreno, Juan Ramón, 1933-1989;;Moreno, Juan Ramón;;1933;;1989
Moret, Théodor, 1601-1667;;Moret, Théodor;;1601;;1667
Morrill, Bruce T., 1959-;;Morrill, Bruce T.;;1959;;
Morris, John, 1826-1893;;Morris, John;;1826;;1893
Mortessagnes, Gui de, 1714-1796;;Mortessagnes, Gui de;;1714;;1796
Mosha, Jackson Otto, 1983-2009;;Mosha, Jackson Otto;;1983;;2009
Mosley, Joseph, 1731-1787;;Mosley, Joseph;;1731;;1787
Mosnier, Léonard, 1675-1724;;Mosnier, Léonard;;1675;;1724
Mourão, João, 1681-1726;;Mourão, João;;1681;;1726
Mourão, João, 1681-1726;;Mourão, João;;1681;;1726
Mozzi de' Capitani, Luigi, 1746-1813;;Mozzi de' Capitani, Luigi;;1746;;1813
Muckermann, Friedrich, 1883-1946;;Muckermann, Friedrich;;1883;;1946
Muckermann, Hermann, 1877-1962;;Muckermann, Hermann;;1877;;1962
Mukonori, Fidelis, 1947-;;Mukonori, Fidelis;;1947;;
Mulder, Willem, 1875-1936;;Mulder, Willem;;1875;;1936
Mulih, Juraj, 1694-1754;;Mulih, Juraj;;1694;;1754
Mulledy, Thomas, 1794-1860;;Mulledy, Thomas;;1794;;1860
Munk, Tomáš Dezider, 1924-1945;;Munk, Tomáš Dezider;;1924;;1945
Munzihirwa, Christophe, 1926-1996;;Munzihirwa, Christophe;;1926;;1996
Muriel, Domingo, 1718-1795;;Muriel, Domingo;;1718;;1795
Murillo Velarde, Pedro, 1696-1753;;Murillo Velarde, Pedro;;1696;;1753
Murphy, Thomas A., 1906-1999;;Murphy, Thomas A.;;1906;;1999
Murray, J. Richard, c.1925-;;Murray, J. Richard;;c.1925;;
Murray, John Courntey, 1904-1967;;Murray, John Courntey;;1904;;1967
Murray, John Courtney, 1904-1967;;Murray, John Courtney;;1904;;1967
Musiał, Stanisław, 1938-2004;;Musiał, Stanisław;;1938;;2004
Musson, Pierre, 1561-1637;;Musson, Pierre;;1561;;1637
Mustó, Péter, 1935-;;Mustó, Péter;;1935;;
Mveng, Engelbert, 1930-1995;;Mveng, Engelbert;;1930;;1995
Mármol, Diego del, 1590-1664;;Mármol, Diego del;;1590;;1664
Mátyás, Hajnal, 1578-1614;;Mátyás, Hajnal;;1578;;1614
Médaille, Jean-Pierre, 1610-1669;;Médaille, Jean-Pierre;;1610;;1669
Ménestrier, Claude-François, 1631-1705;;Ménestrier, Claude-François;;1631;;1705
Müller, Josip, 1883-1945;;Müller, Josip;;1883;;1945
Nacciarone, Ugo, 1933-;;Nacciarone, Ugo;;1933;;
Nadal, Jerome, 1507-1580;;Nadal, Jerome;;1507;;1580
Nadal, Jeronimo, 1507-1580;;Nadal, Jeronimo;;1507;;1580
Nadal, Jerónimo, 1507-1580;;Nadal, Jerónimo;;1507;;1580
Nadal, Jerónimo, 1507-1580;;Nadal, Jerónimo;;1507;;1580
Navarro, Jéronimo, active 17th century;;Navarro, Jéronimo;;active 17th century;;
Navás, Longinos, 1858-1938;;Navás, Longinos;;1858;;1938
Neale, Leonard, 1746-1817;;Neale, Leonard;;1746;;1817
Nell-Breuning, Oswald von, 1890-1991;;Nell-Breuning, Oswald von;;1890;;1991
Neuhaus, David, 1962-;;Neuhaus, David;;1962;;
Neuman, Jan, active 17th-18th century;;Neuman, Jan;;active 17th;;18th century
Neumayr, Franz, 1697-1765;;Neumayr, Franz;;1697;;1765
Neuner, Josef, 1908-2009;;Neuner, Josef;;1908;;2009
Neuner, Josef, 1908-2010;;Neuner, Josef;;1908;;2010
Niccolò, Giovanni, 1560-1626;;Niccolò, Giovanni;;1560;;1626
Nickel, Goswin, 1582-1664;;Nickel, Goswin;;1582;;1664
Niclutsch, Francisco, 1723-1800;;Niclutsch, Francisco;;1723;;1800
Nicolas, Louis, active 1667-1675;;Nicolas, Louis;;active 1667;;1675
Nicolás, Adolfo de, 1936-;;Nicolás, Adolfo de;;1936;;
Nicolás, Adolfo de, 1936-;;Nicolás, Adolfo de;;1936;;
Nicolás, Juan, 1647-1723;;Nicolás, Juan;;1647;;1723
Nicolás, Louis, active 1667-1675;;Nicolás, Louis;;active 1667;;1675
