display_name;;name;;birth_date;;death_date
Caussade, Jean-Pierre de, 1675-1751;;Caussade, Jean-Pierre de;;1675;;1751
Caussin, Nicolas, 1583-1651;;Caussin, Nicolas;;1583;;1651
Cavo, Andrés, 1739-1803;;Cavo, Andrés;;1739;;1803
Cañas, Vicente, 1939-1987;;Cañas, Vicente;;1939;;1987
Cepari, Virgilio, 1564-1630;;Cepari, Virgilio;;1564;;1630
Cepari, Virgilio, c.1563-1631;;Cepari, Virgilio;;c.1563;;1631
Cercia, Raffaele, 1814-1886;;Cercia, Raffaele;;1814;;1886
Cerda, Juan Luis de la, 1560-1643;;Cerda, Juan Luis de la;;1560;;1643
Cerqueira, D. Luís de, 1552-1614;;Cerqueira, D. Luís de;;1552;;1614
Cerqueira, Luís de, 1552-1614;;Cerqueira, Luís de;;1552;;1614
Cerqueira, Luís de, 1552-1614;;Cerqueira, Luís de;;1552;;1614
Certeau, Michel de, 1925-1986;;Certeau, Michel de;;1925;;1986
Ceva, Tommaso, 1648-1737;;Ceva, Tommaso;;1648;;1737
Ceyrac, Pierre, 1914-2012;;Ceyrac, Pierre;;1914;;2012
Chabanel, Noël, Saint, 1613-1649;;Chabanel, Noël, Saint;;1613;;1649
Chabanel, Noël, Saint, 1613-1649;;Chabanel, Noël, Saint;;1613;;1649
Chaillet, Pierre, 1900-1972;;Chaillet, Pierre;;1900;;1972
Chaise, François de la, 1624-1709;;Chaise, François de la;;1624;;1709
Chambre, Henri, 1908-1994;;Chambre, Henri;;1908;;1994
Champion, Pierre, 1632-1701;;Champion, Pierre;;1632;;1701
Chan, Albert, 1915-2005;;Chan, Albert;;1915;;2005
Chanovský, Vojtĕch, 1581-1643;;Chanovský, Vojtĕch;;1581;;1643
Chanut, Antoine, 1592-1662;;Chanut, Antoine;;1592;;1662
Chapelle, Albert, 1929-2003;;Chapelle, Albert;;1929;;2003
Chappin, Marcel, 1943-;;Chappin, Marcel;;1943;;
Charles, Pierre, 1883-1954;;Charles, Pierre;;1883;;1954
Charlevoix, Pierre-François-Xavier de, 1682-1761;;Charlevoix, Pierre-François-Xavier de;;1682;;1761
Charton, François, 1593-1657;;Charton, François;;1593;;1657
Chauchetière, Claude, 1645-1709;;Chauchetière, Claude;;1645;;1709
Chauchetière, Claude, 1645-1709;;Chauchetière, Claude;;1645;;1709
Cheikho, Louis, 1859-1927;;Cheikho, Louis;;1859;;1927
Chifflet, Pierre-François, 1592-1682;;Chifflet, Pierre-François;;1592;;1682
Chini, Eusebio Francesco, 1645-1711;;Chini, Eusebio Francesco;;1645;;1711
Chirino, Pedro, 1557-1635;;Chirino, Pedro;;1557;;1635
Cholenec, Pierre, 1641-1723;;Cholenec, Pierre;;1641;;1723
Cholonec, Pierre, 1641-1723;;Cholonec, Pierre;;1641;;1723
Chomentowski, Jan, 1594-1641;;Chomentowski, Jan;;1594;;1641
Chomé, Ignacio, 1698-1788;;Chomé, Ignacio;;1698;;1788
Châtelain, Hugon de, (?);;Châtelain, Hugon de;;(?);;
Cibot, Pierre-Martial, 1727-1780;;Cibot, Pierre-Martial;;1727;;1780
Cigorondo, Juan, 1560-1609;;Cigorondo, Juan;;1560;;1609
Ciszek, Walter J., 1904-1984;;Ciszek, Walter J.;;1904;;1984
Clain, Pablo, 1652-1717;;Clain, Pablo;;1652;;1717
Clancy, Thomas H., 1923-2009;;Clancy, Thomas H.;;1923;;2009
Clarke, William Norris, 1915-2008;;Clarke, William Norris;;1915;;2008
Claver, Pedro, Saint, 1580-1654;;Claver, Pedro, Saint;;1580;;1654
Clavigero, Francesco Saverio, 1731-1787;;Clavigero, Francesco Saverio;;1731;;1787
Clavijero, Francisco Javier, 1731-1787;;Clavijero, Francisco Javier;;1731;;1787
Clavius, Christoph, 1538-1612;;Clavius, Christoph;;1538;;1612
Clifford, Richard J., 1934-;;Clifford, Richard J.;;1934;;
Clooney, Francis X., 1950-;;Clooney, Francis X.;;1950;;
Clooney, Francis Xavier, 1950-;;Clooney, Francis Xavier;;1950;;
Clorivière, Pierre de, 1735-1820;;Clorivière, Pierre de;;1735;;1820
Clorivière, Pierre de, 1735-1820;;Clorivière, Pierre de;;1735;;1820
Clément, Claude, 1596-1642;;Clément, Claude;;1596;;1642
Cobo Suero, Juan Manuel, 1937-2006;;Cobo Suero, Juan Manuel;;1937;;2006
Cobo, Bernabé, 1580-1657;;Cobo, Bernabé;;1580;;1657
Cock, Henri, 1554-1598;;Cock, Henri;;1554;;1598
Coco, Frank, 1920-2006;;Coco, Frank;;1920;;2006
Coco, José, 1643-1717;;Coco, José;;1643;;1717
Codina Mir, Gabriel , 1933-2008;;Codina Mir, Gabriel ;;1933;;2008
Codina, Víctor, 1931-;;Codina, Víctor;;1931;;
Coelho, Domingo, 1563-1639;;Coelho, Domingo;;1563;;1639
Coeurdoux, S.J., Gaston-Laurent;;Coeurdoux, S.J., Gaston-Laurent;;;;d. 1779
Coninck, Gilles de, 1571-1633;;Coninck, Gilles de;;1571;;1633
Coninck, Leo de, 1889-1956;;Coninck, Leo de;;1889;;1956
Cooke, Bernard, 1922-2013;;Cooke, Bernard;;1922;;2013
Coomans, Peter, 1638-1685;;Coomans, Peter;;1638;;1685
Copernicus, Nicolaus, 1473-1543;;Copernicus, Nicolaus;;1473;;1543
Copleston, Frederick C. (Frederick Charles), 1907-1994;;Copleston, Frederick C. (Frederick Charles);;1907;;1994
Corbin, Michel, 1936-;;Corbin, Michel;;1936;;
Cordara, Giulio Cesare, 1704-1785;;Cordara, Giulio Cesare;;1704;;1785
Cordeses, Antonio, 1518-1601;;Cordeses, Antonio;;1518;;1601
Coreth, Emerich, 1919-2006;;Coreth, Emerich;;1919;;2006
Cornely, Karl Josef Rudolph, 1830-1908;;Cornely, Karl Josef Rudolph;;1830;;1908
Cornova, Ignaz, 1740-1822;;Cornova, Ignaz;;1740;;1822
Coronas, Martín, 1862-1928;;Coronas, Martín;;1862;;1928
Corral Salvador, Carlos Manuel, 1929-;;Corral Salvador, Carlos Manuel;;1929;;
Correia-Afonso, John, 1924-2005;;Correia-Afonso, John;;1924;;2005
Corridan, John M., 1911-1984;;Corridan, John M.;;1911;;1984
Cortes, Adriano de las, 1578-1629;;Cortes, Adriano de las;;1578;;1629
Cortesono, Giuseppe, 1537-1571;;Cortesono, Giuseppe;;1537;;1571
Corti, Faustino, 1856-1926;;Corti, Faustino;;1856;;1926
Cortina, Jon, 1934-2005;;Cortina, Jon;;1934;;2005
Costa, Baltasar da, 1610-1673;;Costa, Baltasar da;;1610;;1673
Costa, Francisco da, 1563-c.1623;;Costa, Francisco da;;1563;;c.1623
Costa, Geronimo, active 16th-17th century;;Costa, Geronimo;;active 16th;;17th century
Costa, Giovanni Giuseppe da, 1679-1747;;Costa, Giovanni Giuseppe da;;1679;;1747
Costa, Inácio da, 1603-1696;;Costa, Inácio da;;1603;;1696
Costadoat Carrasco, Jorge;;Costadoat Carrasco, Jorge;;;;
Costere, Frans de, 1532-1619;;Costere, Frans de;;1532;;1619
Coton, Pierre, 1564-1626;;Coton, Pierre;;1564;;1626
Coughlin, James, 1965-;;Coughlin, James;;1965;;
Couplet, Philippe, 1623-1693;;Couplet, Philippe;;1623;;1693
Courtney Murray, John, 1904-1967;;Courtney Murray, John;;1904;;1967
Courtois, Victor, 1907-1960;;Courtois, Victor;;1907;;1960
Cousineau, Jacques, 1905-1982;;Cousineau, Jacques;;1905;;1982
Coyssard, Michel, 1547-1623;;Coyssard, Michel;;1547;;1623
Crashaw, Richard, c.1613-1649;;Crashaw, Richard;;c.1613;;1649
Crasset, Jean, 1618-1692;;Crasset, Jean;;1618;;1692
Crespieul, François de, 1639-1703;;Crespieul, François de;;1639;;1703
Cressolles, Louis de, 1568-1634;;Cressolles, Louis de;;1568;;1634
Creswell, Joseph, 1556-1623;;Creswell, Joseph;;1556;;1623
Crichton, William, c.1535-1617;;Crichton, William;;c.1535;;1617
Croix, Camille de la, 1831-1911;;Croix, Camille de la;;1831;;1911
Croix, Étienne de la, 1579-1643;;Croix, Étienne de la;;1579;;1643
Croonenberghs, C. (Charles), 1843-1899;;Croonenberghs, C. (Charles);;1843;;1899
Croonenberghs, Charles, 1843-1899;;Croonenberghs, Charles;;1843;;1899
Crowe, Frederick E., 1915-2012;;Crowe, Frederick E.;;1915;;2012
Cruz, Francisco, 1859-1948;;Cruz, Francisco;;1859;;1948
Cseles, Márton, 1641-1709;;Cseles, Márton;;1641;;1709
Csete, István, 1648-1718;;Csete, István;;1648;;1718
Csiba, Stephanus, 1672-1719;;Csiba, Stephanus;;1672;;1719
Cumis, Joan Antonio, 1537-1618;;Cumis, Joan Antonio;;1537;;1618
Cumming, Jorge López Moctezuma, 1927-2007;;Cumming, Jorge López Moctezuma;;1927;;2007
Cunich, Raimondo, 1719-1794;;Cunich, Raimondo;;1719;;1794
Curle, Hippolytus, d.1638;;Curle, Hippolytus;;;;d.1638
Curle, James, d.1618;;Curle, James;;;;d.1618
Curry, Rick, 1943-;;Curry, Rick;;1943;;
Czermiński, Marcin, 1860-1931;;Czermiński, Marcin;;1860;;1931
Czerniewicz, Stanisław, 1728-1785;;Czerniewicz, Stanisław;;1728;;1785
Cáceres, Vicente Theotonio, 1935-2012;;Cáceres, Vicente Theotonio;;1935;;2012
Cárdenas, Juan, 1613-1684;;Cárdenas, Juan;;1613;;1684
Câmara, Luís Gonçalves da, c.1520-1575;;Câmara, Luís Gonçalves da;;c.1520;;1575
Céspedes, Gregorio de, 1551-1611;;Céspedes, Gregorio de;;1551;;1611
Céspedes, Valentín de, 1595-1668;;Céspedes, Valentín de;;1595;;1668
Cœurdoux, Gaston-Laurent, 1691-1779;;Cœurdoux, Gaston-Laurent;;1691;;1779
D'Agostino, Angelo, 1926-2006;;D'Agostino, Angelo;;1926;;2006
d'Aguilón, François, 1567-1617;;d'Aguilón, François;;1567;;1617
D'Arcy, Martin Cyril, 1888-1976;;D'Arcy, Martin Cyril;;1888;;1976
d'Orléans, Pierre Joseph, 1641-1698;;d'Orléans, Pierre Joseph;;1641;;1698
da Veiga, Eusébio, 1718-1798;;da Veiga, Eusébio;;1718;;1798
Dablon, Claude, 1619-1697;;Dablon, Claude;;1619;;1697
Dagani, Benigno P., 1903-1988;;Dagani, Benigno P.;;1903;;1988
Dainville, François de, 1909-1971;;Dainville, François de;;1909;;1971
Daley, Brian, 1940-;;Daley, Brian;;1940;;
Dall'Oglio, Paolo, 1954-;;Dall'Oglio, Paolo;;1954;;
Dalton, Joseph, 1817-1905;;Dalton, Joseph;;1817;;1905
Daly, John V., 1935-2014;;Daly, John V.;;1935;;2014
Damberger, Joseph Ferdinand, 1795-1859;;Damberger, Joseph Ferdinand;;1795;;1859
Damiens, Jacques, 1599-1650;;Damiens, Jacques;;1599;;1650
Daniel, Antoine, 1610-1648;;Daniel, Antoine;;1610;;1648
Daniel, Antoine, Saint, 1601-1648;;Daniel, Antoine, Saint;;1601;;1648
Daniel, João, 1722-1766;;Daniel, João;;1722;;1766
Daniel, João, 1722-1776;;Daniel, João;;1722;;1776
Danielou, Jean, 1905-1974;;Danielou, Jean;;1905;;1974
Daniélou, Jean, 1905-1974;;Daniélou, Jean;;1905;;1974
Daniélou, Jean, 1905-1974;;Daniélou, Jean;;1905;;1974
Darmaatmadja, Julius, 1934-;;Darmaatmadja, Julius;;1934;;
Darmawijaya, Stanislaus, 1936-;;Darmawijaya, Stanislaus;;1936;;
Darowski, Roman, 1935-;;Darowski, Roman;;1935;;
Darowski, Roman, 1935-2017;;Darowski, Roman;;1935;;2017
Daubenton, Guillermo, 1648-1723;;Daubenton, Guillermo;;1648;;1723
David, Anton, 1851-1931;;David, Anton;;1851;;1931
David, Jan, c.1545-1613;;David, Jan;;c.1545;;1613
David, Jiří, 1647-1713;;David, Jiří;;1647;;1713
David, Jiří, 1647-1713;;David, Jiří;;1647;;1713
de Acosta, Jose, 1540-1600;;de Acosta, Jose;;1540;;1600
de Azevedo, Emanuel;;de Azevedo, Emanuel;;;;
de Bréuf, Jean, 1593-1649;;de Bréuf, Jean;;1593;;1649
de Cahrdin, Pierre Teilhard, 1881-1955;;de Cahrdin, Pierre Teilhard;;1881;;1955
de Certeau, Michel, 1925-1986;;de Certeau, Michel;;1925;;1986
de Chardin, Pierre Teilhard, 1881-1955;;de Chardin, Pierre Teilhard;;1881;;1955
de Chardin, Pierre Tielhard, 1881-1955;;de Chardin, Pierre Tielhard;;1881;;1955
De Coster, Jean-Baptiste, 1896-1968;;De Coster, Jean-Baptiste;;1896;;1968
De Francesco, Vincenzo, 1885-1974;;De Francesco, Vincenzo;;1885;;1974
De Geronimo, Francesco, 1642-1716;;De Geronimo, Francesco;;1642;;1716
De la Costa, Horacio, 1916-1977;;De la Costa, Horacio;;1916;;1977
de la Parra, Juan Sebastián, 1546-1622;;de la Parra, Juan Sebastián;;1546;;1622
de Lubac, Henri, 1896-1991;;de Lubac, Henri;;1896;;1991
De Mello, Anthony, 1931-1987;;De Mello, Anthony;;1931;;1987
de Prémare, Joseph Henri Marie, 1666-1736;;de Prémare, Joseph Henri Marie;;1666;;1736
de Quen, Jean, 1603-1659;;de Quen, Jean;;1603;;1659
de Ripalda, Juan Martinez, 1594-1648;;de Ripalda, Juan Martinez;;1594;;1648
De Rosa, Giuseppe, 1921-2011;;De Rosa, Giuseppe;;1921;;2011
De Santi, Angelo, 1847-1922;;De Santi, Angelo;;1847;;1922
de Smet, Pierre Jean, 1801-1873;;de Smet, Pierre Jean;;1801;;1873
De Smet, Richard, 1916-1997;;De Smet, Richard;;1916;;1997
De Souza, Teotonio R., 1947-;;De Souza, Teotonio R.;;1947;;
de Vega, Christopher [stationed in Goa in 1590];;de Vega, Christopher;;;;
de Visdelou, Claude, 1656-1737;;de Visdelou, Claude;;1656;;1737
Dear, John, 1959-;;Dear, John;;1959;;
Deblaere, Albert, 1916-1994;;Deblaere, Albert;;1916;;1994
Dehnig, Reinhold, 1625-1670;;Dehnig, Reinhold;;1625;;1670
del Prado, Jerónimo, 1546-1595;;del Prado, Jerónimo;;1546;;1595
Del Rio, Martin Antoine, 1551-1608;;Del Rio, Martin Antoine;;1551;;1608
Del Río, Martín, 1541-1608;;Del Río, Martín;;1541;;1608
Del Río, Martín Antonio, 1551-1608;;Del Río, Martín Antonio;;1551;;1608
Del Valle, Gerardo, 1901-;;Del Valle, Gerardo;;1901;;
Delaney, John, 1883-1956;;Delaney, John;;1883;;1956
Delany, William, 1835-1924;;Delany, William;;1835;;1924
Delehaye, Hippolyte, 1859-1641;;Delehaye, Hippolyte;;1859;;1641
Delehaye, Hippolyte, 1859-1941;;Delehaye, Hippolyte;;1859;;1941
della Bella, Ardelio, 1655-1737;;della Bella, Ardelio;;1655;;1737
Delp, Alfred, 1907-1945;;Delp, Alfred;;1907;;1945
Denis, Michael, 1729-1800;;Denis, Michael;;1729;;1800
Dentrecolles, François Xavier, 1664-1741;;Dentrecolles, François Xavier;;1664;;1741
Depelchin, Henri, 1822-1900;;Depelchin, Henri;;1822;;1900
Derand, François, 1591-1644;;Derand, François;;1591;;1644
Des Bosses, Barthélémy, 1663-1738;;Des Bosses, Barthélémy;;1663;;1738
Desbillons, François-Joseph Terrasse, 1711-1789;;Desbillons, François-Joseph Terrasse;;1711;;1789
Descoqs, Pedro, 1877-1946;;Descoqs, Pedro;;1877;;1946
Desideri, Ippolito, 1684-1733;;Desideri, Ippolito;;1684;;1733
Desiderius, Erasmus Roterodamus, 1466-1536;;Desiderius, Erasmus Roterodamus;;1466;;1536
Despont, Henri-Joseph, 1854-1916;;Despont, Henri-Joseph;;1854;;1916
Dezza, Paolo, 1901-1999;;Dezza, Paolo;;1901;;1999
Dias, Manuel, 1559-1639;;Dias, Manuel;;1559;;1639
Dias, Manuel, 1574-1659;;Dias, Manuel;;1574;;1659
Dias, Pedro;;Dias, Pedro;;;;
Dias, Álvaro, 1554-1620;;Dias, Álvaro;;1554;;1620
Dijkstra, Johannes Baptista, 1911-2003;;Dijkstra, Johannes Baptista;;1911;;2003
Dimler, G. Richard, 1931-;;Dimler, G. Richard;;1931;;
Dinet, Jacques, 1584-1653;;Dinet, Jacques;;1584;;1653
Dinis, Alfredo, 1952-2013;;Dinis, Alfredo;;1952;;2013
Dmowski, Jósef Alojzy, 1799-1879;;Dmowski, Jósef Alojzy;;1799;;1879
Dobrizhoffer, Martin, 1717-1791;;Dobrizhoffer, Martin;;1717;;1791
Dobronoki, György, 1588-1649;;Dobronoki, György;;1588;;1649
Doll, Don, 1937-;;Doll, Don;;1937;;
Dolu, Charles François, 1655-1740;;Dolu, Charles François;;1655;;1740
Dombidas, Tomás, b.1618;;Dombidas, Tomás;;b.1618;;
Dominis, Marcantonio de, 1560-1624;;Dominis, Marcantonio de;;1560;;1624
Donati, Alessandro, 1584-1640;;Donati, Alessandro;;1584;;1640
Doncoeur, Paul, 1880-1961;;Doncoeur, Paul;;1880;;1961
Doran, Robert M., 1939-;;Doran, Robert M.;;1939;;
Doran, Robert, 1939-;;Doran, Robert;;1939;;
Douven, Karel, 1920-1995;;Douven, Karel;;1920;;1995
Dowd, Louis, 1911-1990;;Dowd, Louis;;1911;;1990
Dowling, Edward, 1898-1960;;Dowling, Edward;;1898;;1960
Downarowicz, Eliae, 1625-1669;;Downarowicz, Eliae;;1625;;1669
Drachovius, Joannes, 1577-1644;;Drachovius, Joannes;;1577;;1644
Drachovský, Jan, 1577-1644;;Drachovský, Jan;;1577;;1644
Drake, Lawrence A., 1931-2007;;Drake, Lawrence A.;;1931;;2007
Drexel, Jeremias, 1581-1638;;Drexel, Jeremias;;1581;;1638
Driesch, Gerhard Cornelius von den, d.1758;;Driesch, Gerhard Cornelius von den;;;;d.1758
Drinan, Robert F., 1920-2007;;Drinan, Robert F.;;1920;;2007
Driyarkara, Nicolaus, 1913-1967;;Driyarkara, Nicolaus;;1913;;1967
Drunen, Theo van, active 20th-21st century;;Drunen, Theo van;;active 20th-21st century;;
Druyts, John Baptist;;Druyts, John Baptist;;;;
Du Creux, François, c.1596-1666;;Du Creux, François;;c.1596;;1666
Du Creux, François, c.1596-1666;;Du Creux, François;;c.1596;;1666
Du Cygne, Martin, 1619-1669;;Du Cygne, Martin;;1619;;1669
Du Duc, Fronton, 1559-1624;;Du Duc, Fronton;;1559;;1624
Du Halde, Jean-Baptiste, 1674-1743;;Du Halde, Jean-Baptiste;;1674;;1743
Du Jarric, Pierre, 1566-1617;;Du Jarric, Pierre;;1566;;1617
Du Ranquet, Dominique, 1813-1900;;Du Ranquet, Dominique;;1813;;1900
Du Solliers, Jean-Baptiste, 1669-1740;;Du Solliers, Jean-Baptiste;;1669;;1740
Duarte, Baltasar, c. 1646-1705;;Duarte, Baltasar;;c. 1646;;1705
Dubois, Jean Antoine, 1765-1848;;Dubois, Jean Antoine;;1765;;1848
Dubuisson, Stephen Larigaudelle, 1786-1864;;Dubuisson, Stephen Larigaudelle;;1786;;1864
Duffy, Charles F., 1940-;;Duffy, Charles F.;;1940;;
Duhr, Bernhard, 1852-1930;;Duhr, Bernhard;;1852;;1930
Dules, Avery, 1918-2008;;Dules, Avery;;1918;;2008
Dulles, Avery, 1918-2008;;Dulles, Avery;;1918;;2008
Dunne, George Harold, 1905-1998;;Dunne, George Harold;;1905;;1998
Dupuis, Jacques, 1923-2004;;Dupuis, Jacques;;1923;;2004
Dutari, Jerónimo, 1671-1717;;Dutari, Jerónimo;;1671;;1717
Dzierożyński, Franciszek, 1779-1850;;Dzierożyński, Franciszek;;1779;;1850
D´Incarville, Pierre Noël Le Chéron, 1706-1757;;D´Incarville, Pierre Noël Le Chéron;;1706;;1757
Díaz Taño, Francisco, 1593-1687;;Díaz Taño, Francisco;;1593;;1687
D’Elia, Pasquale, 1890-1963;;D’Elia, Pasquale;;1890;;1963
D’Entrecolles, François-Xavier, 1644-1741;;D’Entrecolles, François-Xavier;;1644;;1741
Eckart, Anselm, 1721-1809;;Eckart, Anselm;;1721;;1809
Edenhofer, Ottmar, 1961-;;Edenhofer, Ottmar;;1961;;
Eder, Francisco Javier, 1727-1772;;Eder, Francisco Javier;;1727;;1772
Eder, František, 1727-1772;;Eder, František;;1727;;1772
Egan, Harvey, 1937-;;Egan, Harvey;;1937;;
Eguiluz, Diego de, 1625-1704;;Eguiluz, Diego de;;1625;;1704
Ehrenborg, Ferdinand, 1862-1941;;Ehrenborg, Ferdinand;;1862;;1941
Ehrle, Franz, 1845-1934;;Ehrle, Franz;;1845;;1934
Elffen, Nicolaus, 1626-1706;;Elffen, Nicolaus;;1626;;1706
Eliano, Giovanni Battista, 1530-1589;;Eliano, Giovanni Battista;;1530;;1589
Elizalde, Miguel de;;Elizalde, Miguel de;;;;
Ellacuria, Ignacio, 1930-1989;;Ellacuria, Ignacio;;1930;;1989
Ellacuría, Ignacio, 1930-1989;;Ellacuría, Ignacio;;1930;;1989
Ellacuría, Ignacio, 1930-1989;;Ellacuría, Ignacio;;1930;;1989
Enden, Franciscus van den, 1602-1674;;Enden, Franciscus van den;;1602;;1674
Engelgrave, Henricus, c.1610-1670;;Engelgrave, Henricus;;c.1610;;1670
Enomiya-Lassalle, Hugo Makibi, 1898-1990;;Enomiya-Lassalle, Hugo Makibi;;1898;;1990
Erhard, Christoph, b.1558;;Erhard, Christoph;;b.1558;;
Erhard, Joseph, 1716-1784;;Erhard, Joseph;;1716;;1784
Errandonea, Ignacio, 1886-1970;;Errandonea, Ignacio;;1886;;1970
Escobar, Gerónimo;;Escobar, Gerónimo;;;;
Eslava, José de, 1679-1740;;Eslava, José de;;1679;;1740
Estrada, Francisco de, 1519-1584;;Estrada, Francisco de;;1519;;1584
Ezpeleta y Goñi, Jerónimo de, 1549-1617;;Ezpeleta y Goñi, Jerónimo de;;1549;;1617
Faber, Peter, 1506-1546;;Faber, Peter;;1506;;1546
Fabri, Honoré, 1607-1688;;Fabri, Honoré;;1607;;1688
Fabri, Honoré, 1607-1688;;Fabri, Honoré;;1607;;1688
Faby, René, 1924-1992;;Faby, René;;1924;;1992
Fahey, Michael A. (Michael Andrew), 1933-;;Fahey, Michael A. (Michael Andrew);;1933;;
Faille, Jean Charles della, 1597-1654;;Faille, Jean Charles della;;1597;;1654
Faja, Juan de la, c.1582-1631;;Faja, Juan de la;;c.1582;;1631
Falkner, Thomas, 1702-1784;;Falkner, Thomas;;1702;;1784
Falla, Ricardo, 1932-;;Falla, Ricardo;;1932;;
Fallon, Valère, 1875-1955;;Fallon, Valère;;1875;;1955
Faludi, Ferenc, 1704-1779;;Faludi, Ferenc;;1704;;1779
Fan Shouyi, Aloysius, 1682-1753;;Fan Shouyi, Aloysius;;1682;;1753
Fan, Zhongliang, 1918-2000;;Fan, Zhongliang;;1918;;2000
Farlati, Daniel, 1690-1773;;Farlati, Daniel;;1690;;1773
Faría, Francisco Xavier de, 1623-1681;;Faría, Francisco Xavier de;;1623;;1681
Favre, Pierre, 1506-1546;;Favre, Pierre;;1506;;1546
Feeney, Leonard, 1897-1978;;Feeney, Leonard;;1897;;1978
Feller, François Xavier de, 1735-1802;;Feller, François Xavier de;;1735;;1802
Felt, James W., 1926-;;Felt, James W.;;1926;;
Fenicio, Jacobo, c.1558-1632;;Fenicio, Jacobo;;c.1558;;1632
Fenwick, Benedict Joseph, 1782-1846;;Fenwick, Benedict Joseph;;1782;;1846
Fernandes, Gonçalo, active 17th century;;Fernandes, Gonçalo;;active 17th century;;
Fernandes, Manuel, 1615-1693;;Fernandes, Manuel;;1615;;1693
Fernandes, Sebastião (Zhong Mingren), c.1563-1622;;Fernandes, Sebastião (Zhong Mingren);;c.1563;;1622
Fernández de Henestrosa, José, 1941-2004;;Fernández de Henestrosa, José;;1941;;2004
Fernández Navarrete, Domingo, 1618-1689;;Fernández Navarrete, Domingo;;1618;;1689
Fernández, Diego Ignacio, d.1751;;Fernández, Diego Ignacio;;;;d.1751
Fernández, Juan, c.1526-1567;;Fernández, Juan;;c.1526;;1567
Ferrari, Giovanni Battista, 1584-1655;;Ferrari, Giovanni Battista;;1584;;1655
Ferreira, Gaspar, 1571-1649;;Ferreira, Gaspar;;1571;;1649
Ferrer, Jean de Dieu, 1817-1856;;Ferrer, Jean de Dieu;;1817;;1856
Ferrua, Antonio, 1901-2003;;Ferrua, Antonio;;1901;;2003
Fessard, Gaston, 1897-1978;;Fessard, Gaston;;1897;;1978
Fiammeri, Giovanni Battista, c.1530-1606;;Fiammeri, Giovanni Battista;;c.1530;;1606
Fichter, Joseph Henry, 1908-1994;;Fichter, Joseph Henry;;1908;;1994
Figueiredo, Rodrigo de, 1594-1642;;Figueiredo, Rodrigo de;;1594;;1642
Figueroa, Francisco de, 1612-1666;;Figueroa, Francisco de;;1612;;1666
Figueroa, Rodrigo de, 1574-1641;;Figueroa, Rodrigo de;;1574;;1641
Filère, Joseph, 1587-1658;;Filère, Joseph;;1587;;1658
Finance, Joseph de, 1904-2000;;Finance, Joseph de;;1904;;2000
Finetti, Francesco, 1762-1842;;Finetti, Francesco;;1762;;1842
Fischer, Christoph Andreas, 1560-c.1610;;Fischer, Christoph Andreas;;1560;;c.1610
Fisen, Bartholomaeus, 1591-1649;;Fisen, Bartholomaeus;;1591;;1649
Fitzgerald, Thomas R., 1922-2004;;Fitzgerald, Thomas R.;;1922;;2004
Fitzherbert, Thomas, 1552-1640;;Fitzherbert, Thomas;;1552;;1640
Fitzsimon, Henry, 1566-1643;;Fitzsimon, Henry;;1566;;1643
Flannery, Kevin L., 1950-;;Flannery, Kevin L.;;1950;;
Fleming, David L., 1934-2011;;Fleming, David L.;;1934;;2011
Fleury, Jean, 1905-1982;;Fleury, Jean;;1905;;1982
Floyd, John, 1572-1649;;Floyd, John;;1572;;1649
Fogarty, Gerald P., 1891-1979;;Fogarty, Gerald P.;;1891;;1979
Foley, Henry, 1811-1891;;Foley, Henry;;1811;;1891
Fonck, Leopold, 1865-1930;;Fonck, Leopold;;1865;;1930
Fonseca, Pedro da, 1528-1599;;Fonseca, Pedro da;;1528;;1599
Font, Antonio, active 20th-21st century;;Font, Antonio;;active 20th-21st century;;
Fontaney, Jean, 1643-1710;;Fontaney, Jean;;1643;;1710
Forcaud, Jean, 1584-1645;;Forcaud, Jean;;1584;;1645
Ford, John Cuthbert, 1902-1989;;Ford, John Cuthbert;;1902;;1989
Forer, Lorenz, 1580-1659;;Forer, Lorenz;;1580;;1659
Fortis, Luigi, 1748-1829;;Fortis, Luigi;;1748;;1829
Foucquet, Jean-François, 1665-1741;;Foucquet, Jean-François;;1665;;1741
Francis Xavier, Saint, 1506-1552;;Francis Xavier, Saint;;1506;;1552
Francis, Pope, 1936-;;Francis, Pope;;1936;;
Francisco, de Javier, 1506-1552.;;Francisco, de Javier;;1506;;1552.
Franzelin, Johann Baptist, 1816-1886;;Franzelin, Johann Baptist;;1816;;1886
Fresneda, Francisco Xavier de, 1620-1692;;Fresneda, Francisco Xavier de;;1620;;1692
Frey, Bernhard, 1608-1685;;Frey, Bernhard;;1608;;1685
Freyre, Andrew;;Freyre, Andrew;;;;
Freyre, Manoel, b.1679;;Freyre, Manoel;;b.1679;;
Frick, Eckhard, 1955-;;Frick, Eckhard;;1955;;
Fritz, Samuel, 1654-c.1724;;Fritz, Samuel;;1654;;c.1724
Friz, Andrea, 1711-1790;;Friz, Andrea;;1711;;1790
Friz, Andreas, 1711-1790;;Friz, Andreas;;1711;;1790
Frois, Luis, 1532-1597;;Frois, Luis;;1532;;1597
Fróis, Luís, 1532-1597;;Fróis, Luís;;1532;;1597
Fruytiers, Philip, 1610-1666;;Fruytiers, Philip;;1610;;1666
Frémiot, Nicolas-Joseph, 1818-1854;;Frémiot, Nicolas-Joseph;;1818;;1854
Fróis, Luís, 1532-1597;;Fróis, Luís;;1532;;1597
